+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   2.7258   |
| epoch 2  |   2.6578   |
| epoch 3  |   2.6069   |
| epoch 4  |   2.5658   |
| epoch 5  |   2.5324   |
| epoch 6  |   2.4985   |
| epoch 7  |   2.4748   |
| epoch 8  |   2.4559   |
| epoch 9  |   2.4350   |
| epoch 10 |   2.4253   |
| epoch 11 |   2.4088   |
| epoch 12 |   2.3958   |
| epoch 13 |   2.3841   |
| epoch 14 |   2.3720   |
| epoch 15 |   2.3612   |
| epoch 16 |   2.3483   |
| epoch 17 |   2.3392   |
| epoch 18 |   2.3276   |
| epoch 19 |   2.3144   |
| epoch 20 |   2.3106   |
| epoch 21 |   2.3015   |
| epoch 22 |   2.2932   |
| epoch 23 |   2.2855   |
| epoch 24 |   2.2707   |
| epoch 25 |   2.2664   |
| epoch 26 |   2.2553   |
| epoch 27 |   2.2512   |
| epoch 28 |   2.2421   |
| epoch 29 |   2.2356   |
| epoch 30 |   2.2327   |
| epoch 31 |   2.2266   |
| epoch 32 |   2.2122   |
| epoch 33 |   2.2091   |
| epoch 34 |   2.2004   |
| epoch 35 |   2.2027   |
| epoch 36 |   2.1989   |
| epoch 37 |   2.1859   |
| epoch 38 |   2.1830   |
| epoch 39 |   2.1826   |
| epoch 40 |   2.1705   |
| epoch 41 |   2.1703   |
| epoch 42 |   2.1676   |
| epoch 43 |   2.1628   |
| epoch 44 |   2.1584   |
| epoch 45 |   2.1594   |
| epoch 46 |   2.1520   |
| epoch 47 |   2.1510   |
| epoch 48 |   2.1462   |
| epoch 49 |   2.1457   |
| epoch 50 |   2.1412   |
+----------+------------+
