+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   2.6091   |
| epoch 2  |   2.4672   |
| epoch 3  |   2.3901   |
| epoch 4  |   2.3449   |
| epoch 5  |   2.3128   |
| epoch 6  |   2.2872   |
| epoch 7  |   2.2671   |
| epoch 8  |   2.2529   |
| epoch 9  |   2.2357   |
| epoch 10 |   2.2204   |
| epoch 11 |   2.2081   |
| epoch 12 |   2.1934   |
| epoch 13 |   2.1829   |
| epoch 14 |   2.1750   |
| epoch 15 |   2.1637   |
| epoch 16 |   2.1565   |
| epoch 17 |   2.1490   |
| epoch 18 |   2.1426   |
| epoch 19 |   2.1361   |
| epoch 20 |   2.1305   |
| epoch 21 |   2.1199   |
| epoch 22 |   2.1194   |
| epoch 23 |   2.1106   |
| epoch 24 |   2.1073   |
| epoch 25 |   2.0995   |
| epoch 26 |   2.1025   |
| epoch 27 |   2.0983   |
| epoch 28 |   2.0951   |
| epoch 29 |   2.0941   |
| epoch 30 |   2.0848   |
| epoch 31 |   2.0811   |
| epoch 32 |   2.0777   |
| epoch 33 |   2.0757   |
| epoch 34 |   2.0778   |
| epoch 35 |   2.0783   |
| epoch 36 |   2.0753   |
| epoch 37 |   2.0682   |
| epoch 38 |   2.0651   |
| epoch 39 |   2.0648   |
| epoch 40 |   2.0649   |
| epoch 41 |   2.0614   |
| epoch 42 |   2.0628   |
| epoch 43 |   2.0587   |
| epoch 44 |   2.0578   |
| epoch 45 |   2.0553   |
| epoch 46 |   2.0545   |
| epoch 47 |   2.0561   |
| epoch 48 |   2.0533   |
| epoch 49 |   2.0550   |
| epoch 50 |   2.0493   |
+----------+------------+
