+----------+------------+------------+---------------+---------+
| # Epoch  | Train_loss | Model_loss | epoch_lamb_da | da_loss |
+----------+------------+------------+---------------+---------+
| epoch 1  |   1.5833   |   1.5833   |     0.0000    |  0.0000 |
| epoch 2  |   1.4688   |   1.4688   |     0.0000    |  0.0000 |
| epoch 3  |   1.3844   |   1.3844   |     0.0000    |  0.0000 |
| epoch 4  |   1.3381   |   1.3381   |     0.0000    |  0.0000 |
| epoch 5  |   1.2779   |   1.2779   |     0.0000    |  0.0000 |
| epoch 6  |   1.2714   |   1.2714   |     0.0000    |  0.0000 |
| epoch 7  |   1.2292   |   1.2292   |     0.0000    |  0.0000 |
| epoch 8  |   1.1854   |   1.1854   |     0.0000    |  0.0000 |
| epoch 9  |   1.1603   |   1.1603   |     0.0000    |  0.0000 |
| epoch 10 |   2.5396   |   1.1497   |     1.0000    |  1.3899 |
| epoch 11 |   2.4812   |   1.1245   |     1.0000    |  1.3567 |
| epoch 12 |   2.4589   |   1.1010   |     1.0000    |  1.3579 |
| epoch 13 |   2.4448   |   1.0911   |     1.0000    |  1.3537 |
| epoch 14 |   2.4275   |   1.0741   |     1.0000    |  1.3534 |
| epoch 15 |   2.4338   |   1.0748   |     1.0000    |  1.3590 |
| epoch 16 |   2.4211   |   1.0580   |     1.0000    |  1.3632 |
| epoch 17 |   2.4190   |   1.0596   |     1.0000    |  1.3594 |
| epoch 18 |   2.3964   |   1.0323   |     1.0000    |  1.3640 |
| epoch 19 |   2.3902   |   1.0252   |     1.0000    |  1.3649 |
| epoch 20 |   2.3780   |   1.0151   |     1.0000    |  1.3629 |
| epoch 21 |   2.3690   |   1.0057   |     1.0000    |  1.3633 |
| epoch 22 |   2.3556   |   0.9902   |     1.0000    |  1.3654 |
| epoch 23 |   2.3350   |   0.9758   |     1.0000    |  1.3593 |
| epoch 24 |   2.3375   |   0.9688   |     1.0000    |  1.3687 |
| epoch 25 |   2.3163   |   0.9541   |     1.0000    |  1.3622 |
| epoch 26 |   2.3195   |   0.9581   |     1.0000    |  1.3614 |
| epoch 27 |   2.2920   |   0.9272   |     1.0000    |  1.3649 |
| epoch 28 |   2.2817   |   0.9244   |     1.0000    |  1.3573 |
| epoch 29 |   2.2805   |   0.9156   |     1.0000    |  1.3649 |
| epoch 30 |   2.2783   |   0.9117   |     1.0000    |  1.3666 |
| epoch 31 |   2.2726   |   0.9045   |     1.0000    |  1.3681 |
| epoch 32 |   2.2982   |   0.9227   |     1.0000    |  1.3755 |
| epoch 33 |   2.2435   |   0.8761   |     1.0000    |  1.3674 |
| epoch 34 |   2.2405   |   0.8750   |     1.0000    |  1.3655 |
| epoch 35 |   2.2401   |   0.8726   |     1.0000    |  1.3675 |
| epoch 36 |   2.2406   |   0.8724   |     1.0000    |  1.3682 |
| epoch 37 |   2.2195   |   0.8541   |     1.0000    |  1.3654 |
| epoch 38 |   2.2010   |   0.8368   |     1.0000    |  1.3642 |
| epoch 39 |   2.2092   |   0.8379   |     1.0000    |  1.3713 |
| epoch 40 |   2.2041   |   0.8238   |     1.0000    |  1.3804 |
| epoch 41 |   2.2137   |   0.8398   |     1.0000    |  1.3738 |
| epoch 42 |   2.2063   |   0.8340   |     1.0000    |  1.3723 |
| epoch 43 |   2.1789   |   0.8079   |     1.0000    |  1.3710 |
| epoch 44 |   2.1828   |   0.8146   |     1.0000    |  1.3682 |
| epoch 45 |   2.1682   |   0.8033   |     1.0000    |  1.3649 |
| epoch 46 |   2.1650   |   0.7955   |     1.0000    |  1.3695 |
| epoch 47 |   2.1640   |   0.7932   |     1.0000    |  1.3708 |
| epoch 48 |   2.1536   |   0.7817   |     1.0000    |  1.3719 |
| epoch 49 |   2.1409   |   0.7719   |     1.0000    |  1.3690 |
| epoch 50 |   2.1514   |   0.7788   |     1.0000    |  1.3727 |
+----------+------------+------------+---------------+---------+
