+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   1.0260   |
| epoch 2  |   0.8859   |
| epoch 3  |   0.8211   |
| epoch 4  |   0.7863   |
| epoch 5  |   0.7526   |
| epoch 6  |   0.7298   |
| epoch 7  |   0.7112   |
| epoch 8  |   0.6970   |
| epoch 9  |   0.6839   |
| epoch 10 |   0.6677   |
| epoch 11 |   0.6569   |
| epoch 12 |   0.6456   |
| epoch 13 |   0.6381   |
| epoch 14 |   0.6275   |
| epoch 15 |   0.6196   |
| epoch 16 |   0.6153   |
| epoch 17 |   0.6048   |
| epoch 18 |   0.5991   |
| epoch 19 |   0.5969   |
| epoch 20 |   0.5899   |
| epoch 21 |   0.5845   |
| epoch 22 |   0.5800   |
| epoch 23 |   0.5757   |
| epoch 24 |   0.5747   |
| epoch 25 |   0.5663   |
| epoch 26 |   0.5604   |
| epoch 27 |   0.5587   |
| epoch 28 |   0.5553   |
| epoch 29 |   0.5565   |
| epoch 30 |   0.5538   |
| epoch 31 |   0.5468   |
| epoch 32 |   0.5457   |
| epoch 33 |   0.5458   |
| epoch 34 |   0.5436   |
| epoch 35 |   0.5408   |
| epoch 36 |   0.5385   |
| epoch 37 |   0.5360   |
| epoch 38 |   0.5353   |
| epoch 39 |   0.5345   |
| epoch 40 |   0.5315   |
| epoch 41 |   0.5270   |
| epoch 42 |   0.5276   |
| epoch 43 |   0.5312   |
| epoch 44 |   0.5256   |
| epoch 45 |   0.5234   |
| epoch 46 |   0.5234   |
| epoch 47 |   0.5220   |
| epoch 48 |   0.5196   |
| epoch 49 |   0.5187   |
| epoch 50 |   0.5188   |
+----------+------------+
