+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   3.5221   |
| epoch 2  |   3.3902   |
| epoch 3  |   3.3198   |
| epoch 4  |   3.2681   |
| epoch 5  |   3.2367   |
| epoch 6  |   3.2096   |
| epoch 7  |   3.1836   |
| epoch 8  |   3.1651   |
| epoch 9  |   3.1456   |
| epoch 10 |   3.1338   |
| epoch 11 |   3.1182   |
| epoch 12 |   3.1035   |
| epoch 13 |   3.0881   |
| epoch 14 |   3.0805   |
| epoch 15 |   3.0735   |
| epoch 16 |   3.0619   |
| epoch 17 |   3.0487   |
| epoch 18 |   3.0424   |
| epoch 19 |   3.0386   |
| epoch 20 |   3.0258   |
| epoch 21 |   3.0200   |
| epoch 22 |   3.0225   |
| epoch 23 |   3.0131   |
| epoch 24 |   3.0067   |
| epoch 25 |   2.9984   |
| epoch 26 |   2.9961   |
| epoch 27 |   2.9916   |
| epoch 28 |   2.9899   |
| epoch 29 |   2.9861   |
| epoch 30 |   2.9809   |
| epoch 31 |   2.9798   |
| epoch 32 |   2.9736   |
| epoch 33 |   2.9743   |
| epoch 34 |   2.9690   |
| epoch 35 |   2.9628   |
| epoch 36 |   2.9621   |
| epoch 37 |   2.9628   |
| epoch 38 |   2.9595   |
| epoch 39 |   2.9580   |
| epoch 40 |   2.9570   |
| epoch 41 |   2.9559   |
| epoch 42 |   2.9545   |
| epoch 43 |   2.9504   |
| epoch 44 |   2.9464   |
| epoch 45 |   2.9486   |
| epoch 46 |   2.9442   |
| epoch 47 |   2.9443   |
| epoch 48 |   2.9423   |
| epoch 49 |   2.9406   |
| epoch 50 |   2.9381   |
+----------+------------+
