+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   2.1627   |
| epoch 2  |   2.1039   |
| epoch 3  |   2.0563   |
| epoch 4  |   2.0163   |
| epoch 5  |   1.9753   |
| epoch 6  |   1.9439   |
| epoch 7  |   1.9156   |
| epoch 8  |   1.8965   |
| epoch 9  |   1.8773   |
| epoch 10 |   1.8612   |
| epoch 11 |   1.8496   |
| epoch 12 |   1.8346   |
| epoch 13 |   1.8193   |
| epoch 14 |   1.8077   |
| epoch 15 |   1.7943   |
| epoch 16 |   1.7851   |
| epoch 17 |   1.7779   |
| epoch 18 |   1.7636   |
| epoch 19 |   1.7533   |
| epoch 20 |   1.7520   |
| epoch 21 |   1.7402   |
| epoch 22 |   1.7240   |
| epoch 23 |   1.7173   |
| epoch 24 |   1.7135   |
| epoch 25 |   1.7018   |
| epoch 26 |   1.6955   |
| epoch 27 |   1.6880   |
| epoch 28 |   1.6758   |
| epoch 29 |   1.6745   |
| epoch 30 |   1.6707   |
| epoch 31 |   1.6608   |
| epoch 32 |   1.6562   |
| epoch 33 |   1.6483   |
| epoch 34 |   1.6479   |
| epoch 35 |   1.6340   |
| epoch 36 |   1.6354   |
| epoch 37 |   1.6234   |
| epoch 38 |   1.6256   |
| epoch 39 |   1.6197   |
| epoch 40 |   1.6138   |
| epoch 41 |   1.6092   |
| epoch 42 |   1.6095   |
| epoch 43 |   1.6083   |
| epoch 44 |   1.5992   |
| epoch 45 |   1.5979   |
| epoch 46 |   1.5913   |
| epoch 47 |   1.5920   |
| epoch 48 |   1.5832   |
| epoch 49 |   1.5904   |
| epoch 50 |   1.5793   |
+----------+------------+
