+----------+------------+
| # Epoch  | Train_loss |
+----------+------------+
| epoch 1  |   2.9568   |
| epoch 2  |   2.8154   |
| epoch 3  |   2.7475   |
| epoch 4  |   2.7067   |
| epoch 5  |   2.6761   |
| epoch 6  |   2.6544   |
| epoch 7  |   2.6346   |
| epoch 8  |   2.6185   |
| epoch 9  |   2.6065   |
| epoch 10 |   2.6000   |
| epoch 11 |   2.5806   |
| epoch 12 |   2.5742   |
| epoch 13 |   2.5653   |
| epoch 14 |   2.5571   |
| epoch 15 |   2.5508   |
| epoch 16 |   2.5396   |
| epoch 17 |   2.5317   |
| epoch 18 |   2.5261   |
| epoch 19 |   2.5218   |
| epoch 20 |   2.5137   |
| epoch 21 |   2.5093   |
| epoch 22 |   2.5061   |
| epoch 23 |   2.5031   |
| epoch 24 |   2.4992   |
| epoch 25 |   2.4936   |
| epoch 26 |   2.4896   |
| epoch 27 |   2.4897   |
| epoch 28 |   2.4847   |
| epoch 29 |   2.4790   |
| epoch 30 |   2.4797   |
| epoch 31 |   2.4741   |
| epoch 32 |   2.4738   |
| epoch 33 |   2.4718   |
| epoch 34 |   2.4672   |
| epoch 35 |   2.4646   |
| epoch 36 |   2.4634   |
| epoch 37 |   2.4662   |
| epoch 38 |   2.4594   |
| epoch 39 |   2.4547   |
| epoch 40 |   2.4602   |
| epoch 41 |   2.4557   |
| epoch 42 |   2.4529   |
| epoch 43 |   2.4540   |
| epoch 44 |   2.4498   |
| epoch 45 |   2.4534   |
| epoch 46 |   2.4521   |
| epoch 47 |   2.4482   |
| epoch 48 |   2.4471   |
| epoch 49 |   2.4469   |
| epoch 50 |   2.4474   |
+----------+------------+
